,step,loss,moving ave loss
0,1,109.57547760009766,109.57547760009766
1,2,61.32868957519531,104.75079879760743
2,3,40.94336700439453,98.37005561828614
3,4,15.510915756225586,90.08414163208009
4,5,13.044766426086426,82.38020411148074
5,6,10.282526969909668,75.17043639732363
6,7,11.112041473388672,68.76459690493013
7,8,9.420428276062012,62.83018004204332
8,9,8.768299102783203,57.423991948117305
9,10,8.647518157958984,52.54634456910147
10,11,12.353983879089355,48.52710850010026
11,12,9.814177513122559,44.65581540140249
12,13,10.044909477233887,41.19472480898563
13,14,7.701859951019287,37.84543832318899
14,15,8.68689250946045,34.929583741816145
15,16,9.611948013305664,32.3978201689651
16,17,10.080799102783203,30.166118062346907
17,18,9.546719551086426,28.104178211220862
18,19,6.155008792877197,25.909261269386494
19,20,9.903514862060547,24.308686628653902
20,21,8.164122581481934,22.694230223936707
21,22,10.404069900512695,21.465214191594306
22,23,8.794524192810059,20.19814519171588
23,24,9.216437339782715,19.099974406522566
24,25,9.328492164611816,18.122826182331494
25,26,7.2670674324035645,17.037250307338702
26,27,12.687579154968262,16.60228319210166
27,28,11.518338203430176,16.09388869323451
28,29,7.01081657409668,15.185581481320728
29,30,9.02224349975586,14.569247683164242
30,31,7.505947589874268,13.862917673835245
31,32,7.946671485900879,13.27129305504181
32,33,8.665026664733887,12.810666416011017
33,34,7.135351181030273,12.243134892512943
34,35,8.824600219726562,11.901281425234306
35,36,10.874747276306152,11.79862801034149
36,37,9.937219619750977,11.612487171282439
37,38,7.8083720207214355,11.232075656226339
38,39,8.551987648010254,10.964066855404731
39,40,8.369583129882812,10.70461848285254
40,41,7.81024169921875,10.415180804489161
41,42,7.340643882751465,10.107727112315393
42,43,7.471583843231201,9.844112785406974
43,44,6.6788506507873535,9.527586571945012
44,45,11.059764862060547,9.680804400956566
45,46,11.465192794799805,9.85924324034089
46,47,8.0231294631958,9.67563186262638
47,48,8.945106506347656,9.602579326998509
48,49,6.900217056274414,9.3323430999261
49,50,8.127822875976562,9.211891077531146
50,51,6.691462993621826,8.959848269140213
51,52,7.023910045623779,8.76625444678857
52,53,8.694024085998535,8.759031410709568
53,54,8.12807846069336,8.695936115707948
54,55,8.555351257324219,8.681877629869575
55,56,7.4875168800354,8.562441554886158
56,57,6.106908321380615,8.316888231535604
57,58,6.923773288726807,8.177576737254725
58,59,9.193477630615234,8.279166826590776
59,60,9.058011054992676,8.357051249430967
60,61,6.949283599853516,8.216274484473221
61,62,8.247978210449219,8.21944485707082
62,63,10.105649948120117,8.40806536617575
63,64,9.329747200012207,8.500233549559395
64,65,8.304993629455566,8.480709557549012
65,66,10.21696662902832,8.654335264696943
66,67,9.490250587463379,8.737926796973587
67,68,8.84865951538086,8.749000068814315
68,69,7.013387680053711,8.575438829938253
69,70,5.781280517578125,8.29602299870224
70,71,9.187006950378418,8.385121393869857
71,72,6.402224063873291,8.186831660870201
72,73,5.815893173217773,7.949737812104958
73,74,10.58989143371582,8.213753174266044
74,75,7.5348663330078125,8.145864490140221
75,76,8.858989715576172,8.217177012683816
76,77,6.758410453796387,8.071300356795073
